Date,Merchant,Category,Account,Original Statement,Notes,Amount,Tags,Owner
2024-10-18,Target,Shopping,CREDIT CARD (...6714),TARGET.COM  *,,-200.58,,Shared
2024-10-18,Black Tux Direct Deposit,Paychecks,Primary Checking (...3910),309955 BLACK TUX DIR DEP PPD ID: 2364227403,,4372.80,,Shared
2024-10-18,Amazon,Shopping,Blue Cash Preferred® (...4000),AMAZON.COM AMZN.COM/BILL WA,,-21.48,,Shared
2024-10-17,Interest Payment,Interest,CHASE SAVINGS (...3959),INTEREST PAYMENT,,0.06,,Shared
2024-10-17,Boba the Great,Restaurants & Bars,CREDIT CARD (...6714),TST*BOBA THE GREAT,,-7.50,,Shared
2024-10-17,Payment,Credit Card Payment,CREDIT CARD (...6714),Payment Thank You-Mobile,,1500.00,,Shared
2024-10-17,Amazon,Shopping,CREDIT CARD (...6714),AMAZON MKTPL*U91BE1XS3,,-10.94,,Shared
2024-10-17,Amazon,Shopping,CREDIT CARD (...6714),AMAZON MKTPL*P90XF5IA3,,-45.98,,Shared
2024-10-17,Chase,Credit Card Payment,Primary Checking (...3910),Payment to Chase card ending in 6714 10/17,,-1500.00,,Shared
2024-10-17,Target,Shopping,Blue Cash Preferred® (...4000),TARGET 033597LOS ANGELES CA,,-25.37,,Shared
2024-10-16,Google One,Miscellaneous,CREDIT CARD (...6714),GOOGLE *Google One,,-1.99,,Shared
2024-10-16,Github,Miscellaneous,CREDIT CARD (...6714),"GITHUB, INC.",,-4.00,,Shared
2024-10-16,DoorDash,Restaurants & Bars,CREDIT CARD (...6714),DD *DOORDASH PHOSAIGON,,-50.66,,Shared
2024-10-16,Amazon,Shopping,CREDIT CARD (...6714),AMAZON MKTPL*3F7R30DJ3,,-32.84,,Shared
2024-10-15,DoorDash,Restaurants & Bars,CREDIT CARD (...6714),DD *DOORDASH SUSHISTOP,,-44.65,,Shared
2024-10-15,Zelle,Transfer,Primary Checking (...3910),Zelle payment from KATRINA LAURON 22390876565,,1700.00,,Shared
2024-10-15,Zelle,Transfer,Primary Checking (...3910),Zelle payment from KATRINA LAURON 22388868219,,1234.00,,Shared
2024-10-15,Navy Federal Credit Union,Credit Card Payment,Primary Checking (...3910),NFCU ACH PAYMENT 251984522000002 WEB ID: 9000000024,,-1005.81,,Shared
2024-10-15,Whole Foods,Groceries,Blue Cash Preferred® (...4000),WHOLEFDS FFX 10177 0LOS ANGELES CA,,-43.25,,Shared
2024-10-15,Target,Shopping,Blue Cash Preferred® (...4000),TARGET 033597LOS ANGELES CA,,-88.54,,Shared
2024-10-15,Interest Payment,Interest,High Yield Savings Account (...9020),Interest Payment,,0.15,,Shared
2024-10-14,Uber,Taxi & Ride Shares,CREDIT CARD (...6714),UBER   *TRIP,,-40.25,,Shared
2024-10-14,Barleymash,Restaurants & Bars,CREDIT CARD (...6714),TST* BARLEYMASH,,-114.05,,Shared
2024-10-14,Tesla ,Gas,CREDIT CARD (...6714),TESLA SUPERCHARGER US,,-30.84,,Shared
2024-10-14,Starbucks,Coffee Shops,CREDIT CARD (...6714),STARBUCKS STORE 05253,,-5.95,,Shared
2024-10-14,Shopify,Miscellaneous,CREDIT CARD (...6714),SHOPIFY* 283879390,,-5.00,,Shared
2024-10-14,Konito's Cafe,Restaurants & Bars,CREDIT CARD (...6714),SQ *KONITO'S CAFE,,-44.81,,Shared
2024-10-14,7-Eleven,Shopping,CREDIT CARD (...6714),7-ELEVEN 35998,,-4.44,,Shared
2024-10-13,Target,Shopping,CREDIT CARD (...6714),TARGET        00018150,,-173.98,,Shared
2024-10-13,Target,Shopping,CREDIT CARD (...6714),TARGET        00018150,,-4.35,,Shared
2024-10-13,Garbatella Osteria,Restaurants & Bars,CREDIT CARD (...6714),TST*GARBATELLA OSTERIA B,,-317.35,,Shared
2024-10-13,Tesla ,Gas,CREDIT CARD (...6714),TESLA SUPERCHARGER US,,-14.55,,Shared
2024-10-13,DoorDash,Restaurants & Bars,CREDIT CARD (...6714),DD *DOORDASH STARBUCKS,,-20.69,,Shared
2024-10-13,Imaginarium,Travel & Vacation,CREDIT CARD (...6714),IMAGINARIUM,,-5.00,,Shared
2024-10-13,Amazon,Shopping,CREDIT CARD (...6714),AMAZON MKTPL*HN2ZI3KP3,,-57.40,,Shared
2024-10-11,Interest Charge,Financial Fees,CREDIT CARD (...6714),PURCHASE INTEREST CHARGE,,-34.08,,Shared
2024-10-10,Target,Shopping,CREDIT CARD (...6714),TARGET        00018150,,-6.05,,Shared
2024-10-10,Lolita's Mexican Bon,Restaurants & Bars,CREDIT CARD (...6714),TST* LOLITA'S MEXICAN BON,,-18.28,,Shared
2024-10-10,Tesla ,Gas,CREDIT CARD (...6714),TESLA SUPERCHARGER US,,-8.25,,Shared
2024-10-10,Clairemont Surf Shop,Shopping,CREDIT CARD (...6714),CLAIREMONT SURF SHOP,,-575.57,,Shared
2024-10-10,Amazon,Shopping,CREDIT CARD (...6714),AMAZON MKTPL*ST7EJ8MV3,,-39.10,,Shared
2024-10-09,McDonald's,Restaurants & Bars,CREDIT CARD (...6714),MCDONALD'S F6480,,-20.97,,Shared
2024-10-09,HP Instant Ink,Electronics,CREDIT CARD (...6714),HP *INSTANT INK,,-1.63,,Shared
2024-10-09,Amazon,Shopping,CREDIT CARD (...6714),Amazon.com*QM2C10YK3,,-10.95,,Shared
2024-10-09,Wealthfront,Transfer,Primary Checking (...3910),Wealthfront EDI PYMNTS 3FEA98ACA2BC40 WEB ID: 4271967207,,-6300.00,,Shared
2024-10-09,Target,Shopping,Blue Cash Preferred® (...4000),TARGET 018150CHULA VISTA CA,,-60.25,,Shared
2024-10-09,Native Poppy,Gifts,Blue Cash Preferred® (...4000),SP NATIVE POPPY SAN DIEGO CA,,-62.03,,Shared
2024-10-09,Amazon,Shopping,Blue Cash Preferred® (...4000),AMAZON MARKETPLACE NAMZN.COM/BILL WA,,-17.95,,Shared
2024-10-08,US Department of Education,Student Loans,Primary Checking (...3910),DEPT EDUCATION STUDENT LN PPD ID: 9102001001,,-500.00,,Shared
2024-10-07,Online Transfer from Checking 3910,Transfer,CHASE SAVINGS (...3060),Online Transfer from CHK ...3910 transaction#: 22301517090,,100.00,,Shared
2024-10-07,Apple,Electronics,CREDIT CARD (...6714),APPLE.COM/BILL,,-0.99,,Shared
2024-10-07,Zelle,Transfer,Primary Checking (...3910),Zelle payment from KATRINA LAURON 22301681118,,4000.00,,Shared
2024-10-07,Zelle,Transfer,Primary Checking (...3910),Zelle payment from KATRINA LAURON 22290088378,,6300.00,,Shared
2024-10-07,Online Transfer to Savings 3060,Transfer,Primary Checking (...3910),Online Transfer to SAV ...3060 transaction#: 22301517090 10/07,,-100.00,,Shared
2024-10-07,Capital One,Credit Card Payment,Primary Checking (...3910),CAPITAL ONE ONLINE PMT 3YC5U782EX1JDPC WEB ID: 9279744391,,-8503.49,,Shared
2024-10-07,Target,Shopping,Blue Cash Preferred® (...4000),TARGET 033597LOS ANGELES CA,,-23.26,,Shared
2024-10-06,Whole Foods,Groceries,Blue Cash Preferred® (...4000),WHOLEFDS FFX 10177 0LOS ANGELES CA,,-58.87,,Shared
2024-10-06,Water.com,Restaurants & Bars,Blue Cash Preferred® (...4000),WATER COFFEE DELIVERTAMPA FL,,-30.87,,Shared
2024-10-06,Target,Shopping,Blue Cash Preferred® (...4000),TARGET 033597LOS ANGELES CA,,-98.08,,Shared
2024-10-06,LADOT Parking,Parking & Tolls,Blue Cash Preferred® (...4000),LADOT METER PARKING LOS ANGELES CA,,-0.50,,Shared
2024-10-06,FedEx,Postage & Shipping,Blue Cash Preferred® (...4000),FedEx Office #2920 1Los Angeles CA,,-3.33,,Shared
2024-10-06,Amazon,Shopping,Blue Cash Preferred® (...4000),AMAZON MARKETPLACE NAMZN.COM/BILL WA,,-42.56,,Shared
2024-10-06,Amazon,Shopping,Blue Cash Preferred® (...4000),AMAZON MARKETPLACE NAMZN.COM/BILL WA,,-10.94,,Shared
2024-10-04,Spectrum,Internet & Cable,CREDIT CARD (...6714),Spectrum,,-104.24,,Shared
2024-10-04,DoorDash,Restaurants & Bars,CREDIT CARD (...6714),DD *DOORDASH KATSUBAR,,-25.13,,Shared
2024-10-04,Black Tux Direct Deposit,Paychecks,Primary Checking (...3910),309955 BLACK TUX DIR DEP PPD ID: 2364227403,,4531.65,,Shared
2024-10-03,Interest Paid,Interest,Savings Account (...3730),Interest Paid,,0.07,,Shared
2024-10-03,Target,Shopping,CREDIT CARD (...6714),TARGET        00033597,,-47.92,,Shared
2024-10-02,LA Fitness,Fitness,CREDIT CARD (...6714),LA FITNESS,,-34.99,,Shared
2024-10-02,Zelle,Transfer,Primary Checking (...3910),Zelle payment from KATRINA LAURON 22255231489,,1602.00,,Shared
2024-10-02,Parking Meter,Parking & Tolls,Blue Cash Preferred® (...4000),PARKING METERS - IPSCULVER CITY CA,,-0.50,,Shared
2024-10-01,Otf Koreatown,Fitness,CREDIT CARD (...6714),OTF KOREATOWN 1063,,-149.00,,Shared
2024-10-01,Capital One,Credit Card Payment,Primary Checking (...3910),CAPITAL ONE MOBILE PMT 3YB2ZYIPQK689PC WEB ID: 9279744380,,-1256.83,,Shared
2024-10-01,Capital One,Credit Card Payment,Primary Checking (...3910),CAPITAL ONE CRCARDPMT 3YB25BY92SPJ1UO WEB ID: 9541719318,,-25.00,,Shared
2024-10-01,American Express,Credit Card Payment,Primary Checking (...3910),AMERICAN EXPRESS ACH PMT M9472 WEB ID: 2005032111,,-1400.53,,Shared
2024-10-01,Payment,Credit Card Payment,Blue Cash Preferred® (...4000),MOBILE PAYMENT - THANK YOU,,1400.53,,Shared
2024-09-30,YouTube,Entertainment & Recreation,CREDIT CARD (...6714),GOOGLE *YouTubePremium,,-22.99,,Shared
2024-09-30,Payment,Credit Card Payment,CREDIT CARD (...6714),Payment Thank You-Mobile,,2000.00,,Shared
2024-09-30,Venmo,Transfer,Primary Checking (...3910),VENMO PAYMENT 1037246562194 WEB ID: 3264681992,,-51.81,,Shared
2024-09-30,United Fin Cas Insurance Premium Alvin Web,Insurance,Primary Checking (...3910),UNITED FIN CAS INS PREM 977484851 Alvin WEB ID: 9409348062,,-455.15,,Shared
2024-09-30,Chase,Credit Card Payment,Primary Checking (...3910),Payment to Chase card ending in 6714 09/30,,-2000.00,,Shared
2024-09-30,Ralphs,Groceries,Blue Cash Preferred® (...4000),RALPHS LOS ANGELES CA,,-116.72,,Shared
2024-09-30,H Mart,Groceries,Blue Cash Preferred® (...4000),H MART LSA LOS ANGELES CA,,-41.88,,Shared
2024-09-29,The Wiltern Bar,Restaurants & Bars,CREDIT CARD (...6714),SQ *THE WILTERN (BAR-04 W,,-54.14,,Shared
2024-09-29,The Wiltern Bar,Restaurants & Bars,CREDIT CARD (...6714),SQ *THE WILTERN (BAR-04 W,,-17.63,,Shared
2024-09-29,The Wiltern Bar,Restaurants & Bars,CREDIT CARD (...6714),SQ *THE WILTERN (BAR-03 M,,-28.43,,Shared
2024-09-29,Amazon,Shopping,CREDIT CARD (...6714),AMZN Mktp US*M465M52L3,,-51.33,,Shared
2024-09-29,Taco Bell,Restaurants & Bars,Blue Cash Preferred® (...4000),TACO BELL LOS ANGELES CA,,-29.51,,Shared
2024-09-29,Manhattan Beach Parkmanhattan,Parking & Tolls,Blue Cash Preferred® (...4000),MANHATTAN BEACH PARKMANHATTAN BEA CA,,-5.75,,Shared
2024-09-29,Manhattan Beach Parkmanhattan,Parking & Tolls,Blue Cash Preferred® (...4000),MANHATTAN BEACH PARKMANHATTAN BEA CA,,-5.75,,Shared
2024-09-29,Manhattan Beach Parkmanhattan,Parking & Tolls,Blue Cash Preferred® (...4000),MANHATTAN BEACH PARKMANHATTAN BEA CA,,-2.00,,Shared
2024-09-28,Jeni's Splendid Ice Creams,Restaurants & Bars,Blue Cash Preferred® (...4000),TST* JENI'S SPLENDIDLOS ANGELES CA,,-21.43,,Shared
2024-09-27,Fidelity,Transfer,Primary Checking (...3910),FID BKG SVC LLC MONEYLINE PPD ID: 0368004600,,-100.00,,Shared
2024-09-26,Keeps.com,Medical,CREDIT CARD (...6714),KEEPS.COM,,-185.00,,Shared
2024-09-26,DoorDash,Restaurants & Bars,CREDIT CARD (...6714),DD *DOORDASH NOBLETEA,,-23.13,,Shared
2024-09-26,Apple,Electronics,CREDIT CARD (...6714),APPLE.COM/BILL,,-39.99,,Shared
2024-09-26,Whole Foods,Groceries,Blue Cash Preferred® (...4000),WHOLEFDS FFX 10177 0LOS ANGELES CA,,-19.65,,Shared
2024-09-26,Target,Shopping,Blue Cash Preferred® (...4000),TARGET 033597LOS ANGELES CA,,-12.59,,Shared
2024-09-25,Best Buy,Electronics,CREDIT CARD (...6714),BESTBUYCOM806969336597,,-147.33,,Shared
2024-09-25,ATM Withdrawal,Cash & ATM,Primary Checking (...3910),NON-CHASE ATM WITHDRAW 041469 09/255057 WEST,,-96.00,,Shared
2024-09-25,ATM Fee,Financial Fees,Primary Checking (...3910),NON-CHASE ATM FEE-WITH,,-3.00,,Shared
2024-09-25,American Express,Credit Card Payment,Primary Checking (...3910),AMERICAN EXPRESS ACH PMT A5484 WEB ID: 9493560001,,-40.00,,Shared
2024-09-25,Family Farm,Groceries,Blue Cash Preferred® (...4000),MP FAMILY FARM Los Angeles CA,,-10.75,,Shared
2024-09-25,Payment,Credit Card Payment,Blue Cash Preferred® (...4000),AUTOPAY PAYMENT - THANK YOU,,40.00,,Shared
2024-09-24,Venmo,Transfer,Primary Checking (...3910),VENMO PAYMENT 1037116045788 WEB ID: 3264681992,,-150.00,,Shared
2024-09-24,Whole Foods,Groceries,Blue Cash Preferred® (...4000),WHOLEFDS FFX 10177 0LOS ANGELES CA,,-40.77,,Shared
2024-09-24,Target,Shopping,Blue Cash Preferred® (...4000),TARGET 033597LOS ANGELES CA,,-108.94,,Shared
2024-09-23,OpenAI,Miscellaneous,CREDIT CARD (...6714),OPENAI *CHATGPT SUBSCR,,-20.00,,Shared
2024-09-23,Cox Communications,Internet & Cable,Primary Checking (...3910),COX COMM SAN BANK DRAFT PPD ID: 1581620078,,-100.00,,Shared
2024-09-22,Bloomin' Sid's,Restaurants & Bars,CREDIT CARD (...6714),SQ *BLOOMIN' SID'S,,-27.38,,Shared
2024-09-22,Water.com,Restaurants & Bars,Blue Cash Preferred® (...4000),WATER COFFEE DELIVERTAMPA FL,,-30.87,,Shared
2024-09-22,Groundwork Cofflos,Coffee Shops,Blue Cash Preferred® (...4000),TST* GROUNDWORK COFFLOS ANGELES CA,,-33.78,,Shared
2024-09-22,LADOT Parking,Parking & Tolls,Blue Cash Preferred® (...4000),LADOT METER PARKING LOS ANGELES CA,,-0.50,,Shared
2024-09-21,Target,Shopping,Blue Cash Preferred® (...4000),TARGET 033597LOS ANGELES CA,,-62.16,,Shared
2024-09-20,Sua Superette,Groceries,CREDIT CARD (...6714),Sua Superette,,-49.73,,Shared
2024-09-20,CVS,Medical,CREDIT CARD (...6714),CVS/PHARMACY #09660,,-17.28,,Shared
2024-09-20,Black Tux Direct Deposit,Paychecks,Primary Checking (...3910),309955 BLACK TUX DIR DEP PPD ID: 2364227403,,4351.65,,Shared
2024-09-19,Zara,Clothing,CREDIT CARD (...6714),ZARA USA 3985,,-131.18,,Shared
2024-09-19,Apple,Electronics,CREDIT CARD (...6714),APPLE.COM/BILL,,-99.99,,Shared
2024-09-19,City Hall Garage,Parking & Tolls,CREDIT CARD (...6714),ABM PARKING CITY HALL GAR,,-12.00,,Shared
2024-09-18,Interest Payment,Interest,CHASE SAVINGS (...3959),INTEREST PAYMENT,,0.07,,Shared
2024-09-18,Kismet Rotisserie,Restaurants & Bars,CREDIT CARD (...6714),TST*KISMET ROTISSERIE -,,-22.54,,Shared
2024-09-18,Amazon,Shopping,CREDIT CARD (...6714),AMAZON MKTPL*SM1H28LE3,,-17.22,,Shared
2024-09-17,Gget Culver,Restaurants & Bars,CREDIT CARD (...6714),SQ *GGET CULVER,,-8.25,,Shared
2024-09-17,Navy Federal Credit Union,Credit Card Payment,Primary Checking (...3910),NFCU ACH PAYMENT 249580309000002 WEB ID: 9000000024,,-1005.81,,Shared
2024-09-17,Whole Foods,Groceries,Blue Cash Preferred® (...4000),WHOLEFDS FFX 10177 0LOS ANGELES CA,,-26.04,,Shared
2024-09-17,Target,Shopping,Blue Cash Preferred® (...4000),TARGET 033597LOS ANGELES CA,,-53.98,,Shared
2024-09-16,Google One,Miscellaneous,CREDIT CARD (...6714),GOOGLE *Google One,,-1.99,,Shared
2024-09-16,Github,Miscellaneous,CREDIT CARD (...6714),"GITHUB, INC.",,-4.00,,Shared
2024-09-16,B&h Topanga,Restaurants & Bars,CREDIT CARD (...6714),B&H-TOPANGA,,-15.00,,Shared
2024-09-16,Zelle,Transfer,Primary Checking (...3910),Zelle payment from KATRINA LAURON 22061440102,,549.23,,Shared
2024-09-16,Zelle,Transfer,Primary Checking (...3910),Zelle payment from KATRINA LAURON 22061402807,,1235.00,,Shared
2024-09-16,Venmo,Transfer,Primary Checking (...3910),VENMO PAYMENT 1036958930997 WEB ID: 3264681992,,-57.11,,Shared
2024-09-16,Venmo,Transfer,Primary Checking (...3910),VENMO PAYMENT 1036958929857 WEB ID: 3264681992,,-53.98,,Shared
2024-09-16,Check #314,Transfer,Primary Checking (...3910),CHECK # 314,,-2475.00,,Shared
2024-09-16,Ralphs,Groceries,Blue Cash Preferred® (...4000),RALPHS LOS ANGELES CA,,-71.08,,Shared
2024-09-15,Homestate Culver,Restaurants & Bars,CREDIT CARD (...6714),TST*HOMESTATE - CULVER C,,-20.51,,Shared
2024-09-15,Et Surfboards Inc,Restaurants & Bars,CREDIT CARD (...6714),ET SURFBOARDS INC,,-445.56,,Shared
2024-09-15,Abm One Culver,Parking & Tolls,CREDIT CARD (...6714),ABM ONE CULVER 2610,,-27.50,,Shared
2024-09-15,City of Santa Monica,Miscellaneous,Blue Cash Preferred® (...4000),CITY OF SANTA MONICASANTA MONICA CA,,-1.25,,Shared
2024-09-15,Interest Payment,Interest,High Yield Savings Account (...9020),Interest Payment,,0.16,,Shared
2024-09-14,Online Transfer to Checking 7915,Transfer,CHASE SAVINGS (...3959),Online Transfer to CHK ...7915 transaction#: 22062716085 09/16,,-200.00,,Shared
2024-09-13,Shopify,Miscellaneous,CREDIT CARD (...6714),SHOPIFY* 273157333,,-5.00,,Shared
2024-09-13,DoorDash,Restaurants & Bars,CREDIT CARD (...6714),DD *DOORDASH KATSUBAR,,-25.75,,Shared
2024-09-13,Amazon,Shopping,Blue Cash Preferred® (...4000),AMAZON MARKETPLACE NAMZN.COM/BILL WA,,-27.36,,Shared
2024-09-12,PlayStation,Entertainment & Recreation,CREDIT CARD (...6714),PLAYSTATION NETWORK,,-69.99,,Shared
2024-09-12,Apple,Electronics,CREDIT CARD (...6714),APPLE.COM/BILL,,-9.99,,Shared
2024-09-12,Abm One Culver,Parking & Tolls,CREDIT CARD (...6714),ABM ONE CULVER 2610,,-27.50,,Shared
2024-09-12,Check #313,Transfer,Primary Checking (...3910),CHECK # 313,,-549.23,,Shared
2024-09-12,Larchmont Village Wilos,Rent,Blue Cash Preferred® (...4000),LARCHMONT VILLAGE WILOS ANGELES CA,,-54.84,,Shared
2024-09-12,Amazon,Shopping,Blue Cash Preferred® (...4000),AMAZON.COM AMZN.COM/BILL WA,,-14.91,,Shared
2024-09-12,Amazon,Shopping,Blue Cash Preferred® (...4000),AMAZON MARKETPLACE NAMZN.COM/BILL WA,,-43.76,,Shared
2024-09-11,Payment,Credit Card Payment,CREDIT CARD (...6714),Payment Thank You-Mobile,,2000.00,,Shared
2024-09-11,Zelle,Transfer,Primary Checking (...3910),Zelle payment from KATRINA LAURON 22026960320,,2337.00,,Shared
2024-09-11,Chase,Credit Card Payment,Primary Checking (...3910),Payment to Chase card ending in 6714 09/11,,-2000.00,,Shared
2024-09-10,Whole Foods,Groceries,Blue Cash Preferred® (...4000),WHOLEFDS FFX 10177 0LOS ANGELES CA,,-36.61,,Shared
2024-09-10,Ralphs,Groceries,Blue Cash Preferred® (...4000),RALPHS LOS ANGELES CA,,-68.80,,Shared
2024-09-09,HP Instant Ink,Electronics,CREDIT CARD (...6714),HP *INSTANT INK,,-1.63,,Shared
2024-09-09,DoorDash,Restaurants & Bars,CREDIT CARD (...6714),DD *DOORDASH TRIPLEBEA,,-74.85,,Shared
2024-09-09,US Department of Education,Student Loans,Primary Checking (...3910),DEPT EDUCATION STUDENT LN PPD ID: 9102001001,,-500.00,,Shared
2024-09-08,Apple,Electronics,CREDIT CARD (...6714),APPLE.COM/BILL,,-4.99,,Shared
2024-09-08,Apple,Electronics,CREDIT CARD (...6714),APPLE.COM/BILL,,-0.99,,Shared
2024-09-08,Uber,Taxi & Ride Shares,Blue Cash Preferred® (...4000),Uber Trip help.uber.com CA,,-40.90,,Shared
2024-09-08,Water.com,Water,Blue Cash Preferred® (...4000),PRIMO WATER PRIMO WATAMPA FL,,-30.87,,Shared
2024-09-08,LADOT Parking,Parking & Tolls,Blue Cash Preferred® (...4000),LADOT METER PARKING LOS ANGELES CA,,-1.00,,Shared
2024-09-08,LADOT Parking,Parking & Tolls,Blue Cash Preferred® (...4000),LADOT METER PARKING LOS ANGELES CA,,-1.00,,Shared
2024-09-08,David's Farm,Restaurants & Bars,Blue Cash Preferred® (...4000),DAVID'S FARM Los Angeles CA,,-8.00,,Shared
2024-09-08,City of Santa Monica,Miscellaneous,Blue Cash Preferred® (...4000),CITY OF SANTA MONICASANTA MONICA CA,,-2.50,,Shared
2024-09-07,Target,Shopping,Blue Cash Preferred® (...4000),TARGET 033597LOS ANGELES CA,,-32.88,,Shared
2024-09-06,Black Tux Direct Deposit,Paychecks,Primary Checking (...3910),309955 BLACK TUX DIR DEP PPD ID: 2364227403,,4531.65,,Shared
2024-09-06,McDonald's,Restaurants & Bars,Blue Cash Preferred® (...4000),MCDONALD'S LOS ANGELES CA,,-15.27,,Shared
2024-09-05,Tailwaggers,Pets,Blue Cash Preferred® (...4000),LS TAILWAGGERS LOS ANGELES CA,,-16.41,,Shared
2024-09-04,Spectrum,Internet & Cable,CREDIT CARD (...6714),Spectrum,,-104.24,,Shared
2024-09-04,Halfday Travel,Travel & Vacation,CREDIT CARD (...6714),HALFDAY TRAVEL,,-1008.48,,Shared
2024-09-04,Venmo,Transfer,Primary Checking (...3910),VENMO PAYMENT 1036688042216 WEB ID: 3264681992,,-100.00,,Shared
2024-09-04,Tesla ,Electronics,Primary Checking (...3910),TESLA MOTORS TESLA MOTO PPD ID: 5912197729,,-99.00,,Shared
2024-09-04,Target,Shopping,Blue Cash Preferred® (...4000),TARGET 033597LOS ANGELES CA,,-60.05,,Shared
2024-09-04,Amazon,Shopping,Blue Cash Preferred® (...4000),AMAZON.COM AMZN.COM/BILL WA,,-20.79,,Shared
2024-09-04,Amazon,Shopping,Blue Cash Preferred® (...4000),AMAZON MARKETPLACE NAMZN.COM/BILL WA,,-30.61,,Shared
2024-09-03,Interest Paid,Interest,Savings Account (...3730),Interest Paid,,0.07,,Shared
2024-09-03,Alchemist Coffee Proj,Coffee Shops,CREDIT CARD (...6714),SQ *ALCHEMIST COFFEE PROJ,,-16.14,,Shared
2024-09-03,Capital One,Credit Card Payment,Primary Checking (...3910),CAPITAL ONE CRCARDPMT 3Y4Q9D1V0HNY6N4 WEB ID: 9541719318,,-43.00,,Shared
2024-09-03,Whole Foods,Groceries,Blue Cash Preferred® (...4000),WHOLEFDS FFX 10177 0LOS ANGELES CA,,-17.64,,Shared
2024-09-02,LA Fitness,Fitness,CREDIT CARD (...6714),LA FITNESS,,-34.99,,Shared
2024-09-02,Airbnb,Travel & Vacation,CREDIT CARD (...6714),AIRBNB * HMD4D53CPY,,-1656.18,,Shared
2024-09-02,Whole Foods,Groceries,Blue Cash Preferred® (...4000),WHOLEFDS FFX 10177 0LOS ANGELES CA,,-76.52,,Shared
2024-09-02,Trader Joe's,Groceries,Blue Cash Preferred® (...4000),TRADER JOE S #031 00LOS ANGELES CA,,-11.83,,Shared
2024-09-02,Trader Joe's,Groceries,Blue Cash Preferred® (...4000),TRADER JOE S #031 00LOS ANGELES CA,,-1.49,,Shared
2024-09-02,Ralphs,Groceries,Blue Cash Preferred® (...4000),RALPHS LOS ANGELES CA,,-98.20,,Shared
2024-09-02,CVS,Medical,Blue Cash Preferred® (...4000),CVS PHARMACY LOS ANGELES CA,,-39.07,,Shared
2024-09-01,Patreon,Miscellaneous,CREDIT CARD (...6714),Patreon* Membership,,-8.00,,Shared
2024-09-01,Bloomin' Sid's,Restaurants & Bars,CREDIT CARD (...6714),SQ *BLOOMIN' SID'S,,-27.38,,Shared
2024-09-01,Amazon,Shopping,CREDIT CARD (...6714),AMAZON MKTPL*RK84045K0,,-53.54,,Shared
2024-09-01,Alma Leg Sd,Groceries,Blue Cash Preferred® (...4000),ALMA*LEG3SD Los Angeles CA,,-30.00,,Shared
2024-08-31,Rite Aid,Medical,Blue Cash Preferred® (...4000),RITE AID 05424 0542 LOS ANGELES CA,,-14.22,,Shared
2024-08-31,LADOT Parking,Parking & Tolls,Blue Cash Preferred® (...4000),LADOT METER PARKING LOS ANGELES CA,,-0.25,,Shared
2024-08-31,LADOT Parking,Parking & Tolls,Blue Cash Preferred® (...4000),LADOT METER PARKING LOS ANGELES CA,,-0.25,,Shared
2024-08-30,YouTube,Entertainment & Recreation,CREDIT CARD (...6714),GOOGLE *YouTubePremium,,-22.99,,Shared
2024-08-30,Otf Koreatown,Fitness,CREDIT CARD (...6714),OTF KOREATOWN 1063,,-149.00,,Shared
2024-08-30,Amazon,Shopping,CREDIT CARD (...6714),AMAZON MKTPL*RK5G78KN2,,-56.92,,Shared
2024-08-29,Tommy and Atticus,Clothing,CREDIT CARD (...6714),TOMMY AND ATTICUS,,-10.00,,Shared
2024-08-28,United Fin Cas Insurance Premium Alvin Web,Insurance,Primary Checking (...3910),UNITED FIN CAS INS PREM 977484851 Alvin WEB ID: 9409348062,,-457.02,,Shared
2024-08-28,Target,Shopping,Blue Cash Preferred® (...4000),TARGET 033597LOS ANGELES CA,,-54.43,,Shared
2024-08-28,Target,Shopping,Blue Cash Preferred® (...4000),TARGET 033597LOS ANGELES CA,,-3.99,,Shared
2024-08-27,Payment,Credit Card Payment,CREDIT CARD (...4064),Payment Thank You-Mobile,,59.99,,Shared
2024-08-27,Payment,Credit Card Payment,CREDIT CARD (...6714),Payment Thank You-Mobile,,2180.66,,Shared
2024-08-27,Leetcode.com,Education,CREDIT CARD (...6714),LEETCODE.COM,,-159.00,,Shared
2024-08-27,Chase,Credit Card Payment,Primary Checking (...3910),Payment to Chase card ending in 6714 08/27,,-2180.66,,Shared
2024-08-27,Chase,Credit Card Payment,Primary Checking (...3910),Payment to Chase card ending in 4064 08/27,,-59.99,,Shared
2024-08-27,Fidelity,Transfer,Primary Checking (...3910),FID BKG SVC LLC MONEYLINE PPD ID: 0368004600,,-100.00,,Shared
2024-08-27,Capital One,Credit Card Payment,Primary Checking (...3910),CAPITAL ONE MOBILE PMT 3Y3OC8S5HXMCJS0 WEB ID: 9279744380,,-1500.00,,Shared
2024-08-27,American Express,Credit Card Payment,Primary Checking (...3910),AMERICAN EXPRESS ACH PMT M9952 WEB ID: 2005032111,,-420.38,,Shared
2024-08-27,Whole Foods,Groceries,Blue Cash Preferred® (...4000),WHOLEFDS FFX 10177 0LOS ANGELES CA,,-27.74,,Shared
2024-08-27,Payment,Credit Card Payment,Blue Cash Preferred® (...4000),MOBILE PAYMENT - THANK YOU,,420.38,,Shared
2024-08-26,DoorDash,Restaurants & Bars,CREDIT CARD (...6714),DD *DOORDASH SAMSFLAMI,,-85.78,,Shared
